"event_time"	"EveryDate"	"repeatID"	"Switch"
2019-01-08 04:52:00	2019-01-08	147	0
2019-01-08 04:54:00	2019-01-08	148	0
2019-01-08 04:56:00	2019-01-08	149	0
2019-01-08 04:58:00	2019-01-08	150	0
2019-01-08 05:00:00	2019-01-08	151	0
2019-01-08 05:02:00	2019-01-08	152	0
2019-01-08 05:04:00	2019-01-08	153	0
2019-01-08 05:06:00	2019-01-08	154	0
2019-01-08 05:08:00	2019-01-08	155	0
2019-01-08 05:10:00	2019-01-08	156	0
2019-01-08 05:12:00	2019-01-08	157	0
2019-01-08 05:14:00	2019-01-08	158	0
2019-01-08 05:16:00	2019-01-08	159	0
2019-01-08 05:18:00	2019-01-08	160	0
2019-01-08 05:20:00	2019-01-08	161	0
2019-01-08 05:22:00	2019-01-08	162	0
2019-01-08 05:24:00	2019-01-08	163	0
2019-01-08 05:26:00	2019-01-08	164	0
2019-01-08 05:28:00	2019-01-08	165	0
2019-01-08 05:30:00	2019-01-08	166	0
2019-01-08 05:32:00	2019-01-08	167	0
2019-01-08 05:34:00	2019-01-08	168	0
2019-01-08 05:36:00	2019-01-08	169	0
2019-01-08 05:38:00	2019-01-08	170	0
2019-01-08 05:40:00	2019-01-08	171	0
2019-01-08 05:42:00	2019-01-08	172	0
2019-01-08 05:44:00	2019-01-08	173	0
2019-01-08 05:46:00	2019-01-08	174	0
2019-01-08 05:48:00	2019-01-08	175	0
2019-01-08 05:50:00	2019-01-08	176	0
2019-01-08 05:52:00	2019-01-08	177	0
2019-01-08 05:54:00	2019-01-08	178	0
2019-01-08 05:56:00	2019-01-08	179	0
2019-01-08 05:58:00	2019-01-08	180	0
2019-01-08 06:00:00	2019-01-08	181	0
2019-01-08 06:02:00	2019-01-08	182	0
2019-01-08 06:04:00	2019-01-08	183	0
2019-01-08 06:06:00	2019-01-08	184	0
2019-01-08 06:08:00	2019-01-08	185	0
2019-01-08 06:10:00	2019-01-08	186	0
2019-01-08 06:12:00	2019-01-08	187	0
2019-01-08 06:14:00	2019-01-08	188	0
2019-01-08 06:16:00	2019-01-08	189	0
2019-01-08 06:18:00	2019-01-08	190	0
2019-01-08 06:20:00	2019-01-08	191	0
2019-01-08 06:22:00	2019-01-08	192	0
2019-01-08 06:24:00	2019-01-08	193	0
2019-01-08 06:26:00	2019-01-08	194	0
2019-01-08 06:28:00	2019-01-08	195	0
2019-01-08 06:30:00	2019-01-08	196	0
2019-01-08 06:32:00	2019-01-08	197	0
2019-01-08 06:34:00	2019-01-08	198	0
2019-01-08 06:36:00	2019-01-08	199	0
2019-01-08 06:38:00	2019-01-08	200	0
2019-01-08 06:40:00	2019-01-08	201	0
2019-01-08 06:42:00	2019-01-08	202	0
2019-01-08 06:44:00	2019-01-08	203	0
2019-01-08 06:46:00	2019-01-08	204	0
2019-01-08 06:48:00	2019-01-08	205	0
2019-01-08 06:50:00	2019-01-08	206	0
2019-01-08 06:52:00	2019-01-08	207	0
2019-01-08 06:54:00	2019-01-08	208	0
2019-01-08 06:56:00	2019-01-08	209	0
2019-01-08 06:58:00	2019-01-08	210	0
2019-01-08 07:00:00	2019-01-08	211	0
2019-01-08 07:02:00	2019-01-08	212	0
2019-01-08 07:04:00	2019-01-08	213	0
2019-01-08 07:06:00	2019-01-08	214	0
2019-01-08 07:08:00	2019-01-08	215	0
2019-01-08 07:10:00	2019-01-08	216	0
2019-01-08 07:12:00	2019-01-08	217	0
2019-01-08 07:14:00	2019-01-08	218	0
2019-01-08 07:16:00	2019-01-08	219	0
2019-01-08 07:18:00	2019-01-08	220	0
2019-01-08 07:20:00	2019-01-08	221	0
2019-01-08 07:22:00	2019-01-08	222	0
2019-01-08 07:24:00	2019-01-08	223	0
2019-01-08 07:26:00	2019-01-08	224	0
2019-01-08 07:28:00	2019-01-08	225	0
2019-01-08 07:30:00	2019-01-08	226	0
2019-01-08 07:32:00	2019-01-08	227	0
2019-01-08 07:34:00	2019-01-08	228	0
2019-01-08 07:36:00	2019-01-08	229	0
2019-01-08 07:38:00	2019-01-08	230	0
2019-01-08 07:40:00	2019-01-08	231	0
2019-01-08 07:42:00	2019-01-08	232	0
2019-01-08 07:44:00	2019-01-08	233	0
2019-01-08 07:46:00	2019-01-08	234	0
2019-01-08 07:48:00	2019-01-08	235	0
2019-01-08 07:50:00	2019-01-08	236	0
2019-01-08 07:52:00	2019-01-08	237	0
2019-01-08 07:54:00	2019-01-08	238	0
2019-01-08 07:56:00	2019-01-08	239	0
2019-01-08 07:58:00	2019-01-08	240	0
2019-01-08 08:00:00	2019-01-08	241	0
2019-01-08 08:02:00	2019-01-08	242	0
2019-01-08 08:04:00	2019-01-08	243	0
2019-01-08 08:06:00	2019-01-08	244	0
2019-01-08 08:08:00	2019-01-08	245	0
2019-01-08 08:10:00	2019-01-08	246	0
2019-01-08 08:12:00	2019-01-08	247	0
2019-01-08 08:14:00	2019-01-08	248	0
2019-01-08 08:16:00	2019-01-08	249	0
2019-01-08 08:18:00	2019-01-08	250	0
2019-01-08 08:20:00	2019-01-08	251	0
2019-01-08 08:22:00	2019-01-08	252	0
2019-01-08 08:24:00	2019-01-08	253	0
2019-01-08 08:26:00	2019-01-08	254	0
2019-01-08 08:28:00	2019-01-08	255	0
2019-01-08 08:30:00	2019-01-08	256	0
2019-01-08 08:32:00	2019-01-08	257	0
2019-01-08 08:34:00	2019-01-08	258	0
2019-01-08 08:36:00	2019-01-08	259	0
2019-01-08 08:38:00	2019-01-08	260	0
2019-01-08 08:40:00	2019-01-08	261	0
2019-01-08 08:42:00	2019-01-08	262	0
2019-01-08 08:44:00	2019-01-08	263	0
2019-01-08 08:46:00	2019-01-08	264	0
2019-01-08 08:48:00	2019-01-08	265	0
2019-01-08 08:50:00	2019-01-08	266	0
2019-01-08 08:52:00	2019-01-08	267	0
2019-01-08 08:54:00	2019-01-08	268	0
2019-01-08 08:56:00	2019-01-08	269	0
2019-01-08 08:58:00	2019-01-08	270	0
2019-01-08 09:00:00	2019-01-08	271	0
2019-01-08 09:02:00	2019-01-08	272	1
2019-01-08 09:04:00	2019-01-08	273	1
2019-01-08 09:06:00	2019-01-08	274	1
2019-01-08 09:08:00	2019-01-08	275	1
2019-01-08 09:10:00	2019-01-08	276	1
2019-01-08 09:12:00	2019-01-08	277	1
2019-01-08 09:14:00	2019-01-08	278	1
2019-01-08 09:16:00	2019-01-08	279	1
2019-01-08 09:18:00	2019-01-08	280	1
2019-01-08 09:20:00	2019-01-08	281	1
2019-01-08 09:22:00	2019-01-08	282	1
2019-01-08 09:24:00	2019-01-08	283	1
2019-01-08 09:26:00	2019-01-08	284	1
2019-01-08 09:28:00	2019-01-08	285	1
2019-01-08 09:30:00	2019-01-08	286	1
2019-01-08 09:32:00	2019-01-08	287	1
2019-01-08 09:34:00	2019-01-08	288	1
2019-01-08 09:36:00	2019-01-08	289	1
2019-01-08 09:38:00	2019-01-08	290	1
2019-01-08 09:40:00	2019-01-08	291	1
2019-01-08 09:42:00	2019-01-08	292	1
2019-01-08 09:44:00	2019-01-08	293	1
2019-01-08 09:46:00	2019-01-08	294	1
2019-01-08 09:48:00	2019-01-08	295	1
2019-01-08 09:50:00	2019-01-08	296	1
2019-01-08 09:52:00	2019-01-08	297	1
2019-01-08 09:54:00	2019-01-08	298	1
2019-01-08 09:56:00	2019-01-08	299	1
2019-01-08 09:58:00	2019-01-08	300	1
2019-01-08 10:00:00	2019-01-08	301	1
2019-01-08 10:02:00	2019-01-08	302	1
2019-01-08 10:04:00	2019-01-08	303	1
2019-01-08 10:06:00	2019-01-08	304	1
2019-01-08 10:08:00	2019-01-08	305	1
2019-01-08 10:10:00	2019-01-08	306	1
2019-01-08 10:12:00	2019-01-08	307	1
2019-01-08 10:14:00	2019-01-08	308	1
2019-01-08 10:16:00	2019-01-08	309	1
2019-01-08 10:18:00	2019-01-08	310	1
2019-01-08 10:20:00	2019-01-08	311	1
2019-01-08 10:22:00	2019-01-08	312	1
2019-01-08 10:24:00	2019-01-08	313	1
2019-01-08 10:26:00	2019-01-08	314	1
2019-01-08 10:28:00	2019-01-08	315	1
2019-01-08 10:30:00	2019-01-08	316	1
2019-01-08 10:32:00	2019-01-08	317	1
2019-01-08 10:34:00	2019-01-08	318	1
2019-01-08 10:36:00	2019-01-08	319	1
2019-01-08 10:38:00	2019-01-08	320	1
2019-01-08 10:40:00	2019-01-08	321	1
2019-01-08 10:42:00	2019-01-08	322	1
2019-01-08 10:44:00	2019-01-08	323	1
2019-01-08 10:46:00	2019-01-08	324	1
2019-01-08 10:48:00	2019-01-08	325	1
2019-01-08 10:50:00	2019-01-08	326	1
2019-01-08 10:52:00	2019-01-08	327	1
2019-01-08 10:54:00	2019-01-08	328	1
2019-01-08 10:56:00	2019-01-08	329	1
2019-01-08 10:58:00	2019-01-08	330	1
2019-01-08 11:00:00	2019-01-08	331	1
2019-01-08 11:02:00	2019-01-08	332	1
2019-01-08 11:04:00	2019-01-08	333	1
2019-01-08 11:06:00	2019-01-08	334	1
2019-01-08 11:08:00	2019-01-08	335	1
2019-01-08 11:10:00	2019-01-08	336	1
2019-01-08 11:12:00	2019-01-08	337	1
2019-01-08 11:14:00	2019-01-08	338	1
2019-01-08 11:16:00	2019-01-08	339	1
2019-01-08 11:18:00	2019-01-08	340	1
2019-01-08 11:20:00	2019-01-08	341	1
2019-01-08 11:22:00	2019-01-08	342	1
2019-01-08 11:24:00	2019-01-08	343	1
2019-01-08 11:26:00	2019-01-08	344	1
2019-01-08 11:28:00	2019-01-08	345	1
2019-01-08 11:30:00	2019-01-08	346	1
2019-01-08 11:32:00	2019-01-08	347	1
2019-01-08 11:34:00	2019-01-08	348	1
2019-01-08 11:36:00	2019-01-08	349	1
2019-01-08 11:38:00	2019-01-08	350	1
2019-01-08 11:40:00	2019-01-08	351	1
2019-01-08 11:42:00	2019-01-08	352	1
2019-01-08 11:44:00	2019-01-08	353	1
2019-01-08 11:46:00	2019-01-08	354	1
2019-01-08 11:48:00	2019-01-08	355	1
2019-01-08 11:50:00	2019-01-08	356	1
2019-01-08 11:52:00	2019-01-08	357	1
2019-01-08 11:54:00	2019-01-08	358	1
2019-01-08 11:56:00	2019-01-08	359	1
2019-01-08 11:58:00	2019-01-08	360	1
2019-01-08 12:00:00	2019-01-08	361	1
2019-01-08 12:02:00	2019-01-08	362	1
2019-01-08 12:04:00	2019-01-08	363	1
2019-01-08 12:06:00	2019-01-08	364	1
2019-01-08 12:08:00	2019-01-08	365	1
2019-01-08 12:10:00	2019-01-08	366	1
2019-01-08 12:12:00	2019-01-08	367	1
2019-01-08 12:14:00	2019-01-08	368	1
2019-01-08 12:16:00	2019-01-08	369	1
2019-01-08 12:18:00	2019-01-08	370	1
2019-01-08 12:20:00	2019-01-08	371	1
2019-01-08 12:22:00	2019-01-08	372	1
2019-01-08 12:24:00	2019-01-08	373	1
2019-01-08 12:26:00	2019-01-08	374	1
2019-01-08 12:28:00	2019-01-08	375	1
2019-01-08 12:30:00	2019-01-08	376	1
2019-01-08 12:32:00	2019-01-08	377	1
2019-01-08 12:34:00	2019-01-08	378	1
2019-01-08 12:36:00	2019-01-08	379	1
2019-01-08 12:38:00	2019-01-08	380	1
2019-01-08 12:40:00	2019-01-08	381	1
2019-01-08 12:42:00	2019-01-08	382	1
2019-01-08 12:44:00	2019-01-08	383	1
2019-01-08 12:46:00	2019-01-08	384	1
2019-01-08 12:48:00	2019-01-08	385	1
2019-01-08 12:50:00	2019-01-08	386	1
2019-01-08 12:52:00	2019-01-08	387	1
2019-01-08 12:54:00	2019-01-08	388	1
2019-01-08 12:56:00	2019-01-08	389	1
2019-01-08 12:58:00	2019-01-08	390	1
2019-01-08 13:00:00	2019-01-08	391	1
2019-01-08 13:02:00	2019-01-08	392	1
2019-01-08 13:04:00	2019-01-08	393	1
2019-01-08 13:06:00	2019-01-08	394	1
2019-01-08 13:08:00	2019-01-08	395	1
2019-01-08 13:10:00	2019-01-08	396	1
2019-01-08 13:12:00	2019-01-08	397	1
2019-01-08 13:14:00	2019-01-08	398	1
2019-01-08 13:16:00	2019-01-08	399	1
2019-01-08 13:18:00	2019-01-08	400	1
2019-01-08 13:20:00	2019-01-08	401	1
2019-01-08 13:22:00	2019-01-08	402	1
2019-01-08 13:24:00	2019-01-08	403	1
2019-01-08 13:26:00	2019-01-08	404	1
2019-01-08 13:28:00	2019-01-08	405	1
2019-01-08 13:30:00	2019-01-08	406	1
2019-01-08 13:32:00	2019-01-08	407	1
2019-01-08 13:34:00	2019-01-08	408	1
2019-01-08 13:36:00	2019-01-08	409	1
2019-01-08 13:38:00	2019-01-08	410	1
2019-01-08 13:40:00	2019-01-08	411	1
2019-01-08 13:42:00	2019-01-08	412	1
2019-01-08 13:44:00	2019-01-08	413	1
2019-01-08 13:46:00	2019-01-08	414	1
2019-01-08 13:48:00	2019-01-08	415	1
2019-01-08 13:50:00	2019-01-08	416	1
2019-01-08 13:52:00	2019-01-08	417	1
2019-01-08 13:54:00	2019-01-08	418	1
2019-01-08 13:56:00	2019-01-08	419	1
2019-01-08 13:58:00	2019-01-08	420	1
2019-01-08 14:00:00	2019-01-08	421	1
2019-01-08 14:02:00	2019-01-08	422	1
2019-01-08 14:04:00	2019-01-08	423	1
2019-01-08 14:06:00	2019-01-08	424	1
2019-01-08 14:08:00	2019-01-08	425	1
2019-01-08 14:10:00	2019-01-08	426	1
2019-01-08 14:12:00	2019-01-08	427	1
2019-01-08 14:14:00	2019-01-08	428	1
2019-01-08 14:16:00	2019-01-08	429	1
2019-01-08 14:18:00	2019-01-08	430	1
2019-01-08 14:20:00	2019-01-08	431	1
2019-01-08 14:22:00	2019-01-08	432	1
2019-01-08 14:24:00	2019-01-08	433	1
2019-01-08 14:26:00	2019-01-08	434	1
2019-01-08 14:28:00	2019-01-08	435	1
2019-01-08 14:30:00	2019-01-08	436	1
2019-01-08 14:32:00	2019-01-08	437	1
2019-01-08 14:34:00	2019-01-08	438	1
2019-01-08 14:36:00	2019-01-08	439	1
2019-01-08 14:38:00	2019-01-08	440	1
2019-01-08 14:40:00	2019-01-08	441	1
2019-01-08 14:42:00	2019-01-08	442	1
2019-01-08 14:44:00	2019-01-08	443	1
2019-01-08 14:46:00	2019-01-08	444	1
2019-01-08 14:48:00	2019-01-08	445	1
2019-01-08 14:50:00	2019-01-08	446	1
2019-01-08 14:52:00	2019-01-08	447	1
2019-01-08 14:54:00	2019-01-08	448	1
2019-01-08 14:56:00	2019-01-08	449	1
2019-01-08 14:58:00	2019-01-08	450	1
2019-01-08 15:00:00	2019-01-08	451	1
2019-01-08 15:02:00	2019-01-08	452	1
2019-01-08 15:04:00	2019-01-08	453	1
2019-01-08 15:06:00	2019-01-08	454	1
2019-01-08 15:08:00	2019-01-08	455	1
2019-01-08 15:10:00	2019-01-08	456	1
2019-01-08 15:12:00	2019-01-08	457	1
2019-01-08 15:14:00	2019-01-08	458	1
2019-01-08 15:16:00	2019-01-08	459	1
2019-01-08 15:18:00	2019-01-08	460	1
2019-01-08 15:20:00	2019-01-08	461	1
2019-01-08 15:22:00	2019-01-08	462	1
2019-01-08 15:24:00	2019-01-08	463	1
2019-01-08 15:26:00	2019-01-08	464	1
2019-01-08 15:28:00	2019-01-08	465	1
2019-01-08 15:30:00	2019-01-08	466	1
2019-01-08 15:32:00	2019-01-08	467	1
2019-01-08 15:34:00	2019-01-08	468	1
2019-01-08 15:36:00	2019-01-08	469	1
2019-01-08 15:38:00	2019-01-08	470	1
2019-01-08 15:40:00	2019-01-08	471	1
2019-01-08 15:42:00	2019-01-08	472	1
2019-01-08 15:44:00	2019-01-08	473	1
2019-01-08 15:46:00	2019-01-08	474	1
2019-01-08 15:48:00	2019-01-08	475	1
2019-01-08 15:50:00	2019-01-08	476	1
2019-01-08 15:52:00	2019-01-08	477	1
2019-01-08 15:54:00	2019-01-08	478	1
2019-01-08 15:56:00	2019-01-08	479	1
2019-01-08 15:58:00	2019-01-08	480	1
2019-01-08 16:00:00	2019-01-08	481	1
2019-01-08 16:02:00	2019-01-08	482	1
2019-01-08 16:04:00	2019-01-08	483	1
2019-01-08 16:06:00	2019-01-08	484	1
2019-01-08 16:08:00	2019-01-08	485	1
2019-01-08 16:10:00	2019-01-08	486	1
2019-01-08 16:12:00	2019-01-08	487	1
2019-01-08 16:14:00	2019-01-08	488	1
2019-01-08 16:16:00	2019-01-08	489	1
2019-01-08 16:18:00	2019-01-08	490	1
2019-01-08 16:20:00	2019-01-08	491	1
2019-01-08 16:22:00	2019-01-08	492	1
2019-01-08 16:24:00	2019-01-08	493	1
2019-01-08 16:26:00	2019-01-08	494	1
2019-01-08 16:28:00	2019-01-08	495	1
2019-01-08 16:30:00	2019-01-08	496	1
2019-01-08 16:32:00	2019-01-08	497	1
2019-01-08 16:34:00	2019-01-08	498	1
2019-01-08 16:36:00	2019-01-08	499	1
2019-01-08 16:38:00	2019-01-08	500	1
2019-01-08 16:40:00	2019-01-08	501	1
2019-01-08 16:42:00	2019-01-08	502	1
2019-01-08 16:44:00	2019-01-08	503	1
2019-01-08 16:46:00	2019-01-08	504	1
2019-01-08 16:48:00	2019-01-08	505	1
2019-01-08 16:50:00	2019-01-08	506	1
2019-01-08 16:52:00	2019-01-08	507	1
2019-01-08 16:54:00	2019-01-08	508	1
2019-01-08 16:56:00	2019-01-08	509	1
2019-01-08 16:58:00	2019-01-08	510	1
2019-01-08 17:00:00	2019-01-08	511	1
2019-01-08 17:02:00	2019-01-08	512	1
2019-01-08 17:04:00	2019-01-08	513	1
2019-01-08 17:06:00	2019-01-08	514	1
2019-01-08 17:08:00	2019-01-08	515	1
2019-01-08 17:10:00	2019-01-08	516	1
2019-01-08 17:12:00	2019-01-08	517	1
2019-01-08 17:14:00	2019-01-08	518	1
2019-01-08 17:16:00	2019-01-08	519	1
2019-01-08 17:18:00	2019-01-08	520	1
2019-01-08 17:20:00	2019-01-08	521	1
2019-01-08 17:22:00	2019-01-08	522	1
2019-01-08 17:24:00	2019-01-08	523	1
2019-01-08 17:26:00	2019-01-08	524	1
2019-01-08 17:28:00	2019-01-08	525	1
2019-01-08 17:30:00	2019-01-08	526	1
2019-01-08 17:32:00	2019-01-08	527	1
2019-01-08 17:34:00	2019-01-08	528	1
2019-01-08 17:36:00	2019-01-08	529	1
2019-01-08 17:38:00	2019-01-08	530	1
2019-01-08 17:40:00	2019-01-08	531	1
2019-01-08 17:42:00	2019-01-08	532	1
2019-01-08 17:44:00	2019-01-08	533	1
2019-01-08 17:46:00	2019-01-08	534	1
2019-01-08 17:48:00	2019-01-08	535	1
2019-01-08 17:50:00	2019-01-08	536	1
2019-01-08 17:52:00	2019-01-08	537	1
2019-01-08 17:54:00	2019-01-08	538	1
2019-01-08 17:56:00	2019-01-08	539	1
2019-01-08 17:58:00	2019-01-08	540	1
2019-01-08 18:00:00	2019-01-08	541	0
2019-01-08 18:02:00	2019-01-08	542	0
2019-01-08 18:04:00	2019-01-08	543	0
2019-01-08 18:06:00	2019-01-08	544	0
2019-01-08 18:08:00	2019-01-08	545	0
2019-01-08 18:10:00	2019-01-08	546	0
2019-01-08 18:12:00	2019-01-08	547	0
2019-01-08 18:14:00	2019-01-08	548	0
2019-01-08 18:16:00	2019-01-08	549	0
2019-01-08 18:18:00	2019-01-08	550	0
2019-01-08 18:20:00	2019-01-08	551	0
2019-01-08 18:22:00	2019-01-08	552	0
2019-01-08 18:24:00	2019-01-08	553	0
2019-01-08 18:26:00	2019-01-08	554	0
2019-01-08 18:28:00	2019-01-08	555	0
2019-01-08 18:30:00	2019-01-08	556	0
2019-01-08 18:32:00	2019-01-08	557	0
2019-01-08 18:34:00	2019-01-08	558	0
2019-01-08 18:36:00	2019-01-08	559	0
2019-01-08 18:38:00	2019-01-08	560	0
2019-01-08 18:40:00	2019-01-08	561	0
2019-01-08 18:42:00	2019-01-08	562	0
2019-01-08 18:44:00	2019-01-08	563	0
2019-01-08 18:46:00	2019-01-08	564	0
2019-01-08 18:48:00	2019-01-08	565	0
2019-01-08 18:50:00	2019-01-08	566	0
2019-01-08 18:52:00	2019-01-08	567	0
2019-01-08 18:54:00	2019-01-08	568	0
2019-01-08 18:56:00	2019-01-08	569	0
2019-01-08 18:58:00	2019-01-08	570	0
2019-01-08 19:00:00	2019-01-08	571	0
2019-01-08 19:02:00	2019-01-08	572	0
2019-01-08 19:04:00	2019-01-08	573	0
2019-01-08 19:06:00	2019-01-08	574	0
2019-01-08 19:08:00	2019-01-08	575	0
2019-01-08 19:10:00	2019-01-08	576	0
2019-01-08 19:12:00	2019-01-08	577	0
2019-01-08 19:14:00	2019-01-08	578	0
2019-01-08 19:16:00	2019-01-08	579	0
2019-01-08 19:18:00	2019-01-08	580	0
2019-01-08 19:20:00	2019-01-08	581	0
